"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source 1";"Source 2";"langue";"Relation";"couverture";"droits";"url"
"Saxifraga intricata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_intricata_CLF138604";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_intricata_CLF138604.jpg"
"Saxifraga longifolia  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_longifolia_CLF138605";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_longifolia_CLF138605.jpg"
"Saxifraga longifolia  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_longifolia_CLF138606";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_longifolia_CLF138606.jpg"
"Saxifraga muscoides  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_muscoides_CLF138607";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_muscoides_CLF138607.jpg"
"Saxifraga mutata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_mutata_CLF138608";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_mutata_CLF138608.jpg"
"Saxifraga nevadensis  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_nevadensis_CLF138609";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_nevadensis_CLF138609.jpg"
"Saxifraga oppositifolia  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_oppositifolia_CLF138610";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_oppositifolia_CLF138610.jpg"
"Saxifraga paniculata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_paniculata_CLF138611";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_paniculata_CLF138611.jpg"
"Saxifraga paniculata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_paniculata_CLF138612";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_paniculata_CLF138612.jpg"
"Saxifraga paniculata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_paniculata_CLF138613";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_paniculata_CLF138613.jpg"
"Saxifraga pedemontana  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pedemontana_CLF138614";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pedemontana_CLF138614.jpg"
"Saxifraga pedemontana  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pedemontana_CLF138615";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pedemontana_CLF138615.jpg"
"Saxifraga pedemontana  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pedemontana_CLF138616";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pedemontana_CLF138616.jpg"
"Saxifraga pedemontana  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pedemontana_CLF138617";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pedemontana_CLF138617.jpg"
"Saxifraga pentadactylis  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pentadactylis_CLF138618";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pentadactylis_CLF138618.jpg"
"Saxifraga pentadactylis  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pentadactylis_CLF138619";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pentadactylis_CLF138619.jpg"
"Saxifraga praetermissa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_praetermissa_CLF138620";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_praetermissa_CLF138620.jpg"
"Saxifraga praetermissa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_praetermissa_CLF138621";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_praetermissa_CLF138621.jpg"
"Saxifraga praetermissa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_praetermissa_CLF138622";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_praetermissa_CLF138622.jpg"
"Saxifraga presolanensis  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_presolanensis_CLF138623";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_presolanensis_CLF138623.jpg"
"Saxifraga pubescens  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_pubescens_CLF138624";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_pubescens_CLF138624.jpg"
"Saxifraga retusa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_retusa_CLF138625";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_retusa_CLF138625.jpg"
"Saxifraga retusa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_retusa_CLF138626";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_retusa_CLF138626.jpg"
"Saxifraga rosacea  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_rosacea_CLF138627";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_rosacea_CLF138627.jpg"
"Saxifraga rosacea  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_rosacea_CLF138628";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_rosacea_CLF138628.jpg"
"Saxifraga rotundifolia  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_rotundifolia_CLF138629";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_rotundifolia_CLF138629.jpg"
"Saxifraga rotundifolia  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_rotundifolia_CLF138630";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_rotundifolia_CLF138630.jpg"
"Saxifraga sedoides  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_sedoides_CLF138631";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_sedoides_CLF138631.jpg"
"Saxifraga sedoides  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_sedoides_CLF138632";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_sedoides_CLF138632.jpg"
"Saxifraga squarrosa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_squarrosa_CLF138633";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_squarrosa_CLF138633.jpg"
"Saxifraga stellaris  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_stellaris_CLF138634";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_stellaris_CLF138634.jpg"
"Saxifraga stellaris  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_stellaris_CLF138635";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_stellaris_CLF138635.jpg"
"Saxifraga stellaris  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_stellaris_CLF138636";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_stellaris_CLF138636.jpg"
"Saxifraga tricrenata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_tricrenata_CLF138637";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_tricrenata_CLF138637.jpg"
"Saxifraga tridactylites  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_tridactylites_CLF138638";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_tridactylites_CLF138638.jpg"
"Saxifraga tridactylites  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_tridactylites_CLF138639";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_tridactylites_CLF138639.jpg"
"Saxifraga trifurcata  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_trifurcata_CLF138640";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_trifurcata_CLF138640.jpg"
"Saxifraga umbrosa  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_umbrosa_CLF138641";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_umbrosa_CLF138641.jpg"
"Saxifraga gaudini  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_gaudini_CLF138642";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_gaudini_CLF138642.jpg"
"Saxifraga x verguinii  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_x verguinii_CLF138643";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_x_verguinii_CLF138643.jpg"
"Saxifraga x verguinii  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_x verguinii_CLF138644";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_x_verguinii_CLF138644.jpg"
"Saxifraga x verguinii  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_x verguinii_CLF138645";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_x_verguinii_CLF138645.jpg"
"Saxifraga x vetteri  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_x vetteri_CLF138646";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_x_vetteri_CLF138646.jpg"
"Saxifraga x vetteri  (Saxifragaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Saxifragaceae_Saxifraga_x vetteri_CLF138647";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Saxifragaceae_Saxifraga_x_vetteri_CLF138647.jpg"
"Erinus alpinus  (Plantaginaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Plantaginaceae_Erinus_alpinus_CLF138648";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Plantaginaceae_Erinus_alpinus_CLF138648.jpg"
"Erinus alpinus  (Plantaginaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Plantaginaceae_Erinus_alpinus_CLF138649";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Plantaginaceae_Erinus_alpinus_CLF138649.jpg"
"Erinus alpinus  (Plantaginaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Plantaginaceae_Erinus_alpinus_CLF138650";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Plantaginaceae_Erinus_alpinus_CLF138650.jpg"
"Erinus hirsutus  (Plantaginaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Plantaginaceae_Erinus_hirsutus_CLF138651";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Plantaginaceae_Erinus_hirsutus_CLF138651.jpg"
"Erinus thiabaudii  (Plantaginaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Plantaginaceae_Erinus_thiabaudii_CLF138652";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Plantaginaceae_Erinus_thiabaudii_CLF138652.jpg"
"Euphrasia alpina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_alpina_CLF138653";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_alpina_CLF138653.jpg"
"Euphrasia minima  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_minima_CLF138654";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_minima_CLF138654.jpg"
"Euphrasia pectinata  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_pectinata_CLF138655";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_pectinata_CLF138655.jpg"
"Euphrasia picta  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_picta_CLF138656";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_picta_CLF138656.jpg"
"Euphrasia salisburgensis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_salisburgensis_CLF138657";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_salisburgensis_CLF138657.jpg"
"Euphrasia stricta  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_stricta_CLF138658";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_stricta_CLF138658.jpg"
"Euphrasia tetraquetra  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_tetraquetra_CLF138659";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_tetraquetra_CLF138659.jpg"
"Euphrasia tricuspidata  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_tricuspidata_CLF138660";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_tricuspidata_CLF138660.jpg"
"Euphrasia wilkommii  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Euphrasia_wilkommii_CLF138661";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Euphrasia_wilkommii_CLF138661.jpg"
"Gratiola officinalis  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Gratiola_officinalis_CLF138662";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Gratiola_officinalis_CLF138662.jpg"
"Lathraea clandestina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Lathraea_clandestina_CLF138663";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Lathraea_clandestina_CLF138663.jpg"
"Lathraea clandestina  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Lathraea_clandestina_CLF138664";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Lathraea_clandestina_CLF138664.jpg"
"Limosella aquatica  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Limosella_aquatica_CLF138665";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Limosella_aquatica_CLF138665.jpg"
"Linaria aegyptiaca  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aegyptiaca_CLF138666";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aegyptiaca_CLF138666.jpg"
"Linaria aeruginea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aeruginea_CLF138667";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aeruginea_CLF138667.jpg"
"Linaria aeruginea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aeruginea_CLF138668";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aeruginea_CLF138668.jpg"
"Linaria aeruginea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aeruginea_CLF138669";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aeruginea_CLF138669.jpg"
"Linaria aeruginea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aeruginea_CLF138670";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aeruginea_CLF138670.jpg"
"Linaria aeruginea  (Orobanchaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Orobanchaceae_Linaria_aeruginea_CLF138671";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchaceae_Linaria_aeruginea_CLF138671.jpg"
