"TITN";"EDITEUR";"DATE DE PUBLICATION";"TITRE";"SOUS-TITRE";"COLLECTION";"NUMÉRO";"NOM AUTEUR";"PRENOM AUTEUR";"LANGUE";;"AUTEUR1";"AUTEUR2";"DATE";"PAGES";"HAUTEUR";"COLLECTION";"Type";"Langue";"Format";"Droits";"IDENTIFIANT";"SOURCE";"URL"
"(OCoLC)458280821;sib1492835; 1111012";"Editions du ""Petit Echo de la Mode""";1931;"Celui qu'on oublie";;"Collection Stella";282;"Bouvet";"Marie-Louise";"fre";"text";"Bouvet, Marie-Louise (1869-1954) ";;"[1931] ";"160 p. ";"18 cm";"Collection Stella ; 282";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_282_C92719_1111012";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_282_C92719_1111012.pdf"
"(OCoLC)690476327; 1111016";"Editions du ""Petit Echo de la Mode""";1932;"Belle-mère à tout faire";;"Collection Stella";284;"Saxel";"Pierre de";"fre";"text";"Saxel, Pierre de (18..-19..) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 284";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_284_C92720_1111016";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_284_C92720_1111016.pdf"
"(OCoLC)690557005; 1111019";"Editions du ""Petit Echo de la Mode""";1932;"L'impossible amitié";;"Collection Stella";285;"Perroy";"Marguerite";"fre";"text";"Perroy, Marguerite (1891-1962) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 285";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_285_C92721_1111019";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_285_C92721_1111019.pdf"
"(OCoLC)690477254; 1111023";"Editions du ""Petit Echo de la Mode""";1932;"La maison de nacre";;"Collection Stella";286;"Schaller";"Elisabeth";"fre";"text";"Schaller, Elisabeth (18..-19..) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 286";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_286_C92722_1111023";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_286_C92722_1111023.pdf"
"(OCoLC)690477445; 1111024";"Editions du ""Petit Echo de la Mode""";1932;"La brèche dans le mur";;"Collection Stella";291;"O'Néves";;"fre";"text";"O'Néves (1863 -1952) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 291";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_291_C92723_1111024";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_291_C92723_1111024.pdf"
"(OCoLC)690478877; 1111035";"Editions du ""Petit Echo de la Mode""";1932;"Un étrange secret";"roman inédit";"Collection Stella";292;"Langlois";"Hélène";"fre";"text";"Langlois, Hélène ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 292";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_292_C92725_1111035";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_292_C92725_1111035.pdf"
"(OCoLC)690479270; 1111043";"Editions du ""Petit Echo de la Mode""";1932;"La fuite éperdue";;"Collection Stella";293;"Wentworth";"Patricia";"fre";"text";"Wentworth, Patricia (1878-1961) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 293";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_293_C92726_1111043";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_293_C92726_1111043.pdf"
"(OCoLC)690479508; 1111047";"Editions du ""Petit Echo de la Mode""";1932;"Le mari de la reine";"roman inédit";"Collection Stella";294;"Cys";"Éric de";"fre";"text";"Cys, Éric de (1889-1956) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 294";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_294_C92727_1111047";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_294_C92727_1111047.pdf"
"(OCoLC)690479633; 1111049";"Editions du ""Petit Echo de la Mode""";1932;"Etre princesse !";;"Collection Stella";300;"Williamson";"Alice Muriel";"fre";"text";"Williamson, Alice Muriel (1869-1933) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 300";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_300_C92728_1111049";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_300_C92728_1111049.pdf"
"(OCoLC)690479852; 1111055";"Editions du ""Petit Echo de la Mode""";1932;"Routes incertaines";;"Collection Stella";302;"Baudignécourt";"Adrienne";"fre";"text";"Baudignécourt, Adrienne (18..-19..) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 302";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_301_C92729_1111055";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_301_C92729_1111055.pdf"
"(OCoLC)690480397; 1111056";"Editions du ""Petit Echo de la Mode""";1932;"Chacun son bonheur";;"Collection Stella";303;"Casevitz";"Thérèse";"fre";"text";"Casevitz, Thérèse (18..-19..) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 303";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_303_C92731_1111056";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_303_C92731_1111056.pdf"
"(OCoLC)690480466; 1111057";"Editions du ""Petit Echo de la Mode""";1932;"Le mystérieux chemin";;"Collection Stella";304;"Mauclère";"Jean";"fre";"text";"Mauclère, Jean (1887-1951) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 304";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_304_C92732_1111057";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_304_C92732_1111057.pdf"
"(OCoLC)458860394; 1111059";"Editions du ""Petit Echo de la Mode""";1932;"Soeur Anne...";;"Collection Stella";307;"Saint-Céré";;"fre";"text";"Saint-Céré (18..-19..) ";;"[1932] ";"160 p. ";"18 cm";"Collection Stella ; 307";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_307_C92734_1111059";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_307_C92734_1111059.pdf"
"(OCoLC)690481125; 1111073";"Editions du ""Petit Echo de la Mode""";1933;"Le mariage de Nelly";"roman inédit";"Collection Stella";308;"Idiers";"Marcel";"fre";"text";"Idiers, Marcel ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 308";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_308_C92735_1111073";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_308_C92735_1111073.pdf"
"(OCoLC)690481297; 1111078";"Editions du ""Petit Echo de la Mode""";1933;"L'énigme";;"Collection Stella";309;"Leduic";"M.-J.";"fre";"text";"Leduic, M.-J. (18..-19..) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 309";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_309_C92736_1111078";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_309_C92736_1111078.pdf"
"(OCoLC)458984334;sib0389313; 1111087";"Editions du ""Petit Echo de la Mode""";1933;"La conscience de Gilberte";;"Collection Stella";310;"Crisenoy";"Maria de";"fre";"text";"Crisenoy, Maria de (1882-1965) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 310";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_310_C92737_1111087";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_310_C92737_1111087.pdf"
"(OCoLC)459610670; 1111095";"Editions du ""Petit Echo de la Mode""";1933;"Et l'amour vint...";;"Collection Stella";311;"Jégo";"Jean";"fre";"text";"Jégo, Jean (18..-1946) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 311";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_311_C92738_1111095";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_311_C92738_1111095.pdf"
"(OCoLC)690482227; 1111098";"Editions du ""Petit Echo de la Mode""";1933;"La fiancée de Ramon";"roman inédit";"Collection Stella";313;"Doré";"Manuel";"fre";"text";"Doré, Manuel (18..-19..) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 313";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_313_C92739_1111098";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_313_C92739_1111098.pdf"
"(OCoLC)690482399; 1111100";"Editions du ""Petit Echo de la Mode""";1933;"La buissonnière";;"Collection Stella";314;"Mouans";"Anne";"fre";"text";"Mouans, Anne (18..-19..) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 314";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_314_C92740_1111100";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_314_C92740_1111100.pdf"
"(OCoLC)690482527; 1111105";"Editions du ""Petit Echo de la Mode""";1933;"Pour elle !";"roman inédit";"Collection Stella";316;"Saxel";"Pierre de";"fre";"text";"Saxel, Pierre de (18..-19..) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 316";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_316_C92741_1111105";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_316_C92741_1111105.pdf"
"(OCoLC)459382285;sib1194227; 1111114";"Editions du ""Petit Echo de la Mode""";1933;"Princesse de porcelaine";;"Collection Stella";318;"Lambry";"Léon";"fre";"text";"Lambry, Léon (1873-1940) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 318";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_318_C92742_1111114";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_318_C92742_1111114.pdf"
"(OCoLC)459477972; 1111120";"Editions du ""Petit Echo de la Mode""";1933;"Ame de coquette";;"Collection Stella";319;"Hungerford";"Margaret Wolfe";"fre";"text";"Hungerford, Margaret Wolfe (1855-1897) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 319";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_319_C92743_1111120";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_319_C92743_1111120.pdf"
"(OCoLC)458997568; 1111130";"Editions du ""Petit Echo de la Mode""";1933;"Coeur affranchi";;"Collection Stella";322;"Flowerdew";"Herbert";"fre";"text";"Flowerdew, Herbert (18..-19..) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 322";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_322_C92745_1111130";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_322_C92745_1111130.pdf"
"(OCoLC)690558026; 1111136";"Editions du ""Petit écho de la Mode""";1933;"La soeur du bandit";"roman inédit";"Collection Stella";326;"Gasztowtt";"Anne-Marie";"fre";"text";"Gasztowtt, Anne-Marie (18..-19..) ";;"[1933] ";"158 p. ";"18 cm";"Collection Stella ; 326";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_326_C92747_1111136";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_326_C92747_1111136.pdf"
"(OCoLC)690558193; 1111144";"Editions du ""Petit Echo de la Mode""";1933;"Claire Davril";"roman inédit";"Collection Stella";328;"Willette";"Henriette";"fre";"text";"Willette, Henriette (1886-1976) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 328";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_328_C92748_1111144";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_328_C92748_1111144.pdf"
"(OCoLC)690485198; 1111145";"Editions du ""Petit Echo de la Mode""";1933;"L'amoureux de Frida";"roman inédit";"Collection Stella";329;"Jégo";"Jean";"fre";"text";"Jégo, Jean (18..-1946) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 329";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_329_C92750_1111145";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_329_C92750_1111145.pdf"
"(OCoLC)459202408; 1111146";"Editions du ""Petit Echo de la Mode""";1933;"Rose ou La fiancée de province";;"Collection Stella";330;"Des Gachons";"Jacques";"fre";"text";"Des Gachons, Jacques (1868-1945) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 330";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_330_C92751_1111146";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_330_C92751_1111146.pdf"
"(OCoLC)459523810; 1111149";"Editions du ""Petit Echo de la Mode""";1934;"Au delà du pardon";;"Collection Stella";332;"Féli";"Victor";"fre";"text";"Féli, Victor (1861-1952) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 332";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_332_C92752_1111149";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_332_C92752_1111149.pdf"
"(OCoLC)458807923;sib1321640; 1111156";"Editions du ""Petit Echo de la Mode""";1934;"Sally et son mari";;"Collection Stella";334;"Albanesi";"Maria";"fre";"text";"Albanesi, Maria (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 334";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_334_C92754_1111156";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_334_C92754_1111156.pdf"
"(OCoLC)458706856;sib1321647; 1111242";"Editions du ""Petit Echo de la Mode""";1933;"Mammy, moi et les autres";;"Collection Stella";321;"Brémaud";"Yvonne";"fre";"text";"Brémaud, Yvonne (18..-19..) ";;"[1933] ";"160 p. ";"18 cm";"Collection Stella ; 321";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_321_C92744_1111142";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_321_C92744_1111142.pdf"
"(OCoLC)459757818; 1111298";"Editions du ""Petit Echo de la Mode""";1934;"Les fiançailles de Rosette";;"Collection Stella";335;"Myre";"José";"fre";"text";"Myre, José (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 335";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_335_C92755_1111298";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_335_C92755_1111298.pdf"
"(OCoLC)459694009;sib1492230; 1111303";"Editions du ""Petit Echo de la Mode""";1934;"Gisèle exilée";;"Collection Stella";337;"Mouans";"Anne";"fre";"text";"Mouans, Anne (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 337";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_337_C92757_1111303";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_337_C92757_1111303.pdf"
"(OCoLC)459195836; 1111305";"Editions du ""Petit Echo de la Mode""";1934;"Coeur de danoise";;"Collection Stella";339;"Chantal";;"fre";"text";"Chantal (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 339";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_339_C92758_1111305";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_339_C92758_1111305.pdf"
"(OCoLC)690503309; 1111308";"Editions du ""Petit Echo de la Mode""";1934;"La fiancée infidèle";;"Collection Stella";340;"Baillehache";"F. de";"fre";"text";"Baillehache, F. de (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 340";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_340_C92760_1111308";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_340_C92760_1111308.pdf"
"(OCoLC)689500018;sib0389340; 1111311";"Editions du ""Petit Echo de la Mode""";1934;"Le mauvais pas";;"Collection Stella";341;"Des Gachons";"Jacques";"fre";"text";"Des Gachons, Jacques (1868-1945) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 341";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_341_C92762_1111311";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_341_C92762_1111311.pdf"
"(OCoLC)689300281;sib1224452; 1111317";"Editions du ""Petit Echo de la Mode""";1930;"Véritable amour";;"Collection Stella";342;"Chataignier";"J.";"fre";"text";"Chataignier, J. (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 342";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_342_C92763_1111317";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_342_C92763_1111317.pdf"
"(OCoLC)689818067;sib1321813; 1111321";"Editions du ""Petit Echo de la Mode""";1934;"Le manoir de la reine";;"Collection Stella";344;"Williamson";"Alice Muriel";"fre";"text";"Williamson, Alice Muriel (1869-1933) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 344";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_344_C92764_1111321";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_344_C92764_1111321.pdf"
"(OCoLC)689818044;sib1321654; 1111325";"Editions du ""Petit Echo de la Mode""";1934;"Sourire d'automne";;"Collection Stella";347;"Dourliac";"H.-A.";"fre";"text";"Dourliac, H.-A. (1860-1936) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 347";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_347_C92765_1111325";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_347_C92765_1111325.pdf"
"(OCoLC)459535194;sib1494691; 1111328";"Editions du ""Petit Echo de la Mode""";1934;"La maison de Joëlle";;"Collection Stella";348;"Grandchamp";"Jacques";"fre";"text";"Grandchamp, Jacques (1885-1956) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 348";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_348_C92766_1111328";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_348_C92766_1111328.pdf"
"(OCoLC)690558497; 1111331";"Editions du ""Petit Echo de la Mode""";1934;"Vers l'avenir";"roman inédit";"Collection Stella";350;"Moret";"Jeannette";"fre";"text";"Moret, Jeannette (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 350";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_350_C92767_1111331";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_350_C92767_1111331.pdf"
"(OCoLC)689306193;sib1224872; 1111335";"Editions du ""Petit Echo de la Mode""";1934;"L'une et ... les autres";"roman inédit";"Collection Stella";351;"Guérin";"Lita";"fre";"text";"Guérin, Lita (18..-19..) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 351";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_351_C92770_1111335";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_351_C92770_1111335.pdf"
"(OCoLC)690505722; 1111337";"Editions du ""Petit Echo de la Mode""";1934;"Le fanal dans la nuit";;"Collection Stella";352;"Temple Bailey";"Irène";"fre";"text";"Temple Bailey, Irène (188.-1953) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 352";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_352_C92772_1111337";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_352_C92772_1111337.pdf"
"(OCoLC)689306044;sib1224862; 1111339";"Editions du ""Petit Echo de la Mode""";1934;"Sous l'aiguillon !";"roman inédit";"Collection Stella";353;"Crisenoy";"Maria de";"fre";"text";"Crisenoy, Maria de (1882-1965) ";;"[1934] ";"160 p. ";"18 cm";"Collection Stella ; 353";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_353_C92773_1111339";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_353_C92773_1111339.pdf"
"(OCoLC)458551199;sib1494722; 1111342";"Editions du ""Petit Echo de la Mode""";1935;"La victorieuse";"roman inédit";"Collection Stella";356;"Aulès";"Marc";"fre";"text";"Aulès, Marc ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 356";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_356_C92775_1111342";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_356_C92775_1111342.pdf"
"(OCoLC)458401659;sib1494903; 1111344";"Editions du ""Petit Echo de la Mode""";1935;"Le chemin sans fleurs";"roman inédit";"Collection Stella";357;"Belloni";"Silva";"fre";"text";"Belloni, Silva (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 357";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_357_C92777_1111344";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_357_C92777_1111344.pdf"
"(OCoLC)690507245; 1111345";"Editions du ""Petit Echo de la Mode""";1935;"Tête folle, coeur profond";"roman inédit";"Collection Stella";358;"Korab";"P.";"fre";"text";"Korab, P. (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 358";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_358_C92781_1111345";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_358_C92781_1111345.pdf"
"(OCoLC)458216339;sib1501292; 1111347";"Editions du ""Petit Echo de la Mode""";1935;"Après la tourmente";;"Collection Stella";359;"Puliga";"Henrietta de Quigini";"fre";"text";"Puliga, Henrietta de Quigini (1847-1938) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 359";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_359_C92782_1111347";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_359_C92782_1111347.pdf"
"(OCoLC)689818060;sib1321778; 1111349";"Editions du ""Petit Echo de la Mode""";1935;"Sa part de bonheur";;"Collection Stella";360;"Hay";"Ian";"fre";"text";"Hay, Ian (1876-1952) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 360";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_360_C92783_1111349";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_360_C92783_1111349.pdf"
"(OCoLC)459694023; 1111352";"Editions du ""Petit Echo de la Mode""";1935;"Pour la vie";;"Collection Stella";361;"Mouans";"Anne";"fre";"text";"Mouans, Anne (18..-19..) ";;"[1935] ";"158 p. ";"18 cm";"Collection Stella ; 361";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_361_C92785_1111352";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_361_C92785_1111352.pdf"
"(OCoLC)459879308;sib1493906; 1111353";"Editions du ""Petit Echo de la Mode""";1935;"Trop loin de moi";"roman inédit";"Collection Stella";362;"Gariel";"Marie";"fre";"text";"Gariel, Marie (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 362";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_362_C92787_1111353";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_362_C92787_1111353.pdf"
"(OCoLC)459831749; 1111355";"Editions du ""Petit Echo de la Mode""";1935;"Jeunesse !";;"Collection Stella";363;"Magd-Abril";;"fre";"text";"Magd-Abril (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 363";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_363_C92788_1111355";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_363_C92788_1111355.pdf"
"(OCoLC)458610812; 1111357";"Editions du ""Petit Echo de la Mode""";1935;"Mademoiselle de la Tour-Maudite";"roman inédit";"Collection Stella";364;"Boissèble";"G. de";"fre";"text";"Boissèble, G. de (18..-19..) ";;1935;"160 p. ";"19 cm";"Collection Stella ; 364";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_364_C92789_1111357";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_364_C92789_1111357.pdf"
