"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"preparation identifiant";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Préparation url "
"Orobanche Ramosa  (Orobanchacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"30 septembre 1874";"still image";"image/jpeg";"Orobanchacées_Orobanche_Ramosa_MAB01246";"Orobanchacees_Orobanche_Ramosa_MAB01246";"Bibliothèque Université Clermont Auvergne";"fre";;"St Germain des Fossés";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Ramosa_MAB01246.jpg"
"Orobanche Ramosa  (Orobanchacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 août 1871";"still image";"image/jpeg";"Orobanchacées_Orobanche_Ramosa_MAB01247";"Orobanchacees_Orobanche_Ramosa_MAB01247";"Bibliothèque Université Clermont Auvergne";"fre";;"Loriges";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Ramosa_MAB01247.jpg"
"Orobanche Minor  (Orobanchacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Orobanchacées_Orobanche_Minor_MAB01244";"Orobanchacees_Orobanche_Minor_MAB01244";"Bibliothèque Université Clermont Auvergne";"fre";;"Chavenon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Minor_MAB01244.jpg"
"Orobanche Minor  (Orobanchacées)";"Migout";"Coll.Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"30 juin 1879";"still image";"image/jpeg";"Orobanchacées_Orobanche_Minor_MAB01248";"Orobanchacees_Orobanche_Minor_MAB01248";"Bibliothèque Université Clermont Auvergne";"fre";;"Montord";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Minor_MAB01248.jpg"
"Orobanche Galii  (Orobanchacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Orobanchacées_Orobanche_Galii_MAB01249";"Orobanchacees_Orobanche_Galii_MAB01249";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure route de Gennetines";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Galii_MAB01249.jpg"
"Orobanche Galii  (Orobanchacées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"26 juin 1873";"still image";"image/jpeg";"Orobanchacées_Orobanche_Galii_MAB01250";"Orobanchacees_Orobanche_Galii_MAB01250";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvialle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Galii_MAB01250.jpg"
"Orobanche Galii  (Orobanchacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"15 mai ?";"still image";"image/jpeg";"Orobanchacées_Orobanche_Galii_MAB01251";"Orobanchacees_Orobanche_Galii_MAB01251";"Bibliothèque Université Clermont Auvergne";"fre";;"Avermes route de Dornes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Galii_MAB01251.jpg"
"Orobanche Eryngium  (Orobanchacées)";"Migout";"Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"14 juillet 1874";"still image";"image/jpeg";"Orobanchacées_Orobanche_Eryngium_MAB01252";"Orobanchacees_Orobanche_Eryngium_MAB01252";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvialle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Eryngium_MAB01252.jpg"
"Orobanche Epithymum  (Orobanchacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"5 juin 1876";"still image";"image/jpeg";"Orobanchacées_Orobanche_Epithymum_MAB01253";"Orobanchacees_Orobanche_Epithymum_MAB01253";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvialle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Orobanche_Epithymum_MAB01253.jpg"
"Lathraea Claudestina  (Orobanchacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Orobanchacées_Lathraea_Claudestina_MAB01254";"Orobanchacees_Lathraea_Claudestina_MAB01254";"Bibliothèque Université Clermont Auvergne";"fre";;"Nomazy à Fromenteau";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orobanchacees_Lathraea_Claudestina_MAB01254.jpg"
"Verbena Officinalis  (Verbénacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"1er septembre ?";"still image";"image/jpeg";"Verbénacées_Verbena_Officinalis_MAB01255";"Verbenacees_Verbena_Officinalis_MAB01255";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Verbenacees_Verbena_Officinalis_MAB01255.jpg"
"Verbena Officinalis  (Verbénacées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"3 septembre 1870";"still image";"image/jpeg";"Verbénacées_Verbena_Officinalis_MAB01256";"Verbenacees_Verbena_Officinalis_MAB01256";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Verbenacees_Verbena_Officinalis_MAB01256.jpg"
"Verbena Officinalis  (Verbénacées)";"Migout";"Coll.R.de Chapettes";;;"Herbiers universitaires de Clermont-Ferrand";"6 août 1877";"still image";"image/jpeg";"Verbénacées_Verbena_Officinalis_MAB01257";"Verbenacees_Verbena_Officinalis_MAB01257";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Verbenacees_Verbena_Officinalis_MAB01257.jpg"
"Orobanche Tencrii  (Verbénacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 septembre 1879";"still image";"image/jpeg";"Verbénacées_Orobanche_Tencrii_MAB01258";"Verbenacees_Orobanche_Tencrii_MAB01258";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Veurdre Mont Talot";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Verbenacees_Orobanche_Tencrii_MAB01258.jpg"
"Thymus Serpyllum  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"28 août 1873";"still image";"image/jpeg";"Labiées_Thymus_Serpyllum_MAB01259";"Labiees_Thymus_Serpyllum_MAB01259";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Thymus_Serpyllum_MAB01259.jpg"
"Thymus Serpyllum  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"5 juin 1870";"still image";"image/jpeg";"Labiées_Thymus_Serpyllum_MAB01260";"Labiees_Thymus_Serpyllum_MAB01260";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Thymus_Serpyllum_MAB01260.jpg"
"Thymus Serpyllum  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"25 avril 1874";"still image";"image/jpeg";"Labiées_Thymus_Serpyllum_MAB01261";"Labiees_Thymus_Serpyllum_MAB01261";"Bibliothèque Université Clermont Auvergne";"fre";;"Bresnay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Thymus_Serpyllum_MAB01261.jpg"
"Thymus Chamadries Fries  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"30 août 1883";"still image";"image/jpeg";"Labiées_Thymus_Chamadries_Fries_MAB01263";"Labiees_Thymus_Chamadries_Fries_MAB01263";"Bibliothèque Université Clermont Auvergne";"fre";;"St Victor gorges de Tizon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Thymus_Chamadries_Fries_MAB01263.jpg"
"Teucrium Scorodonia  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"6 septembre 1874";"still image";"image/jpeg";"Labiées_Teucrium_Scorodonia_MAB01262";"Labiees_Teucrium_Scorodonia_MAB01262";"Bibliothèque Université Clermont Auvergne";"fre";;"Bressolles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Scorodonia_MAB01262.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01264";"Labiees_Teucrium_Chamadrys_MAB01264";"Bibliothèque Université Clermont Auvergne";"fre";;"Besson";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01264.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 septembre 1881";"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01265";"Labiees_Teucrium_Chamadrys_MAB01265";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01265.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1881";"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01266";"Labiees_Teucrium_Chamadrys_MAB01266";"Bibliothèque Université Clermont Auvergne";"fre";;"Ussel";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01266.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01267";"Labiees_Teucrium_Chamadrys_MAB01267";"Bibliothèque Université Clermont Auvergne";"fre";;"Charroux au peyrou";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01267.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01268";"Labiees_Teucrium_Chamadrys_MAB01268";"Bibliothèque Université Clermont Auvergne";"fre";;"Etroussat bois de Douzon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01268.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1869";"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01269";"Labiees_Teucrium_Chamadrys_MAB01269";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat aux chapelles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01269.jpg"
"Teucrium Chaqmadrys  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Labiées_Teucrium_Chaqmadrys_MAB01270";"Labiees_Teucrium_Chaqmadrys_MAB01270";"Bibliothèque Université Clermont Auvergne";"fre";;"St Germain des Fossés";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chaqmadrys_MAB01270.jpg"
"Teucrium Chamadrys  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"25 août 1874";"still image";"image/jpeg";"Labiées_Teucrium_Chamadrys_MAB01271";"Labiees_Teucrium_Chamadrys_MAB01271";"Bibliothèque Université Clermont Auvergne";"fre";;"Besson";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Chamadrys_MAB01271.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01272";"Labiees_Teucrium_Botrys_MAB01272";"Bibliothèque Université Clermont Auvergne";"fre";;"Billy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01272.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 septembre 1881";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01273";"Labiees_Teucrium_Botrys_MAB01273";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01273.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 septembre 1879";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01274";"Labiees_Teucrium_Botrys_MAB01274";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Veurdre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01274.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Coll.Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"2 juillet 1878";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01275";"Labiees_Teucrium_Botrys_MAB01275";"Bibliothèque Université Clermont Auvergne";"fre";;"Chareil";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01275.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"4 août 1871";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01276";"Labiees_Teucrium_Botrys_MAB01276";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat aux chapelles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01276.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"29 septembre 1875";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01277";"Labiees_Teucrium_Botrys_MAB01277";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01277.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"1er octobre 1869";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01278";"Labiees_Teucrium_Botrys_MAB01278";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01278.jpg"
"Teucrium Botrys  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 août 1874";"still image";"image/jpeg";"Labiées_Teucrium_Botrys_MAB01279";"Labiees_Teucrium_Botrys_MAB01279";"Bibliothèque Université Clermont Auvergne";"fre";;"Besson";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Teucrium_Botrys_MAB01279.jpg"
"Stachys Arvensis  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"3 septembre ?";"still image";"image/jpeg";"Labiées_Stachys_Arvensis_MAB01280";"Labiees_Stachys_Arvensis_MAB01280";"Bibliothèque Université Clermont Auvergne";"fre";;"Montluçon champs près le ch.de fer à plan incliné";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Arvensis_MAB01280.jpg"
"Stachys Arvensis  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"16 août 1875";"still image";"image/jpeg";"Labiées_Stachys_Arvensis_MAB01281";"Labiees_Stachys_Arvensis_MAB01281";"Bibliothèque Université Clermont Auvergne";"fre";;"Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Arvensis_MAB01281.jpg"
"Stachys Germanica  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Labiées_Stachys_Germanica_MAB01282";"Labiees_Stachys_Germanica_MAB01282";"Bibliothèque Université Clermont Auvergne";"fre";;"Bressolles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Germanica_MAB01282.jpg"
"Stachys Germanica  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Labiées_Stachys_Germanica_MAB01283";"Labiees_Stachys_Germanica_MAB01283";"Bibliothèque Université Clermont Auvergne";"fre";;"Charroux au peyrou";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Germanica_MAB01283.jpg"
"Stachys Germanica  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"18 août 1872";"still image";"image/jpeg";"Labiées_Stachys_Germanica_MAB01284";"Labiees_Stachys_Germanica_MAB01284";"Bibliothèque Université Clermont Auvergne";"fre";;"Mazerier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Germanica_MAB01284.jpg"
"Stachys Germanica  (Labiées)";"Migout";"Coll.H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"22 juillet 1875";"still image";"image/jpeg";"Labiées_Stachys_Germanica_MAB01285";"Labiees_Stachys_Germanica_MAB01285";"Bibliothèque Université Clermont Auvergne";"fre";;"Souitte près St Pourçain";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Germanica_MAB01285.jpg"
"Stachys Germanica  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Labiées_Stachys_Germanica_MAB01286";"Labiees_Stachys_Germanica_MAB01286";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Germanica_MAB01286.jpg"
"Stachys Palustris  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"7 juillet ?";"still image";"image/jpeg";"Labiées_Stachys_Palustris_MAB01287";"Labiees_Stachys_Palustris_MAB01287";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins bords de l'Allier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Palustris_MAB01287.jpg"
"Stachys Palustris  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"12 août 1882";"still image";"image/jpeg";"Labiées_Stachys_Palustris_MAB01288";"Labiees_Stachys_Palustris_MAB01288";"Bibliothèque Université Clermont Auvergne";"fre";;"Pierrefitte / Loire";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Palustris_MAB01288.jpg"
"Stachys Palustris  (Labiées)";"Migout";"Coll.Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"9 juillet 1878";"still image";"image/jpeg";"Labiées_Stachys_Palustris_MAB01289";"Labiees_Stachys_Palustris_MAB01289";"Bibliothèque Université Clermont Auvergne";"fre";;"Marcenat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Palustris_MAB01289.jpg"
"Stachys Palustris  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"10 août 1878";"still image";"image/jpeg";"Labiées_Stachys_Palustris_MAB01290";"Labiees_Stachys_Palustris_MAB01290";"Bibliothèque Université Clermont Auvergne";"fre";;"Marcenat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Palustris_MAB01290.jpg"
"Stachys Palustris  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"15 juillet 1877";"still image";"image/jpeg";"Labiées_Stachys_Palustris_MAB01291";"Labiees_Stachys_Palustris_MAB01291";"Bibliothèque Université Clermont Auvergne";"fre";;"Dompierre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Palustris_MAB01291.jpg"
"Stachys Recta  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"28 mai ?";"still image";"image/jpeg";"Labiées_Stachys_Recta_MAB01292";"Labiees_Stachys_Recta_MAB01292";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins bords de l'Allier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Recta_MAB01292.jpg"
"Stachys Recta  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"20 mai 1870";"still image";"image/jpeg";"Labiées_Stachys_Recta_MAB01293";"Labiees_Stachys_Recta_MAB01293";"Bibliothèque Université Clermont Auvergne";"fre";;"Vauvernier près Jenzat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Recta_MAB01293.jpg"
"Stachys sylvatica  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"25 mai ?";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01294";"Labiees_Stachys_sylvatica_MAB01294";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure bois sur la route de Bourgogne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01294.jpg"
"Stachys sylvatica  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"15 juin ?";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01295";"Labiees_Stachys_sylvatica_MAB01295";"Bibliothèque Université Clermont Auvergne";"fre";;"Bressolles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01295.jpg"
"Stachys sylvatica  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01296";"Labiees_Stachys_sylvatica_MAB01296";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01296.jpg"
"Stachys sylvatica  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"juin 1874";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01297";"Labiees_Stachys_sylvatica_MAB01297";"Bibliothèque Université Clermont Auvergne";"fre";;"Lapalisse";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01297.jpg"
"Stachys sylvatica  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juillet 1876";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01298";"Labiees_Stachys_sylvatica_MAB01298";"Bibliothèque Université Clermont Auvergne";"fre";;"Besson";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01298.jpg"
"Stachys sylvatica  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"5 juin 1876";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01299";"Labiees_Stachys_sylvatica_MAB01299";"Bibliothèque Université Clermont Auvergne";"fre";;"Montbeugny";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01299.jpg"
"Stachys sylvatica  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"13 septembre 1875";"still image";"image/jpeg";"Labiées_Stachys_sylvatica_MAB01300";"Labiees_Stachys_sylvatica_MAB01300";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Montet";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_sylvatica_MAB01300.jpg"
"Stachys Annua  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"23 août 1873";"still image";"image/jpeg";"Labiées_Stachys_Annua_MAB01301";"Labiees_Stachys_Annua_MAB01301";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins derrière le séminaire";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Annua_MAB01301.jpg"
"Stachys Ambigua  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"10 septembre 1873";"still image";"image/jpeg";"Labiées_Stachys_Ambigua_MAB01302";"Labiees_Stachys_Ambigua_MAB01302";"Bibliothèque Université Clermont Auvergne";"fre";;"Avermes au ris Baquié";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Ambigua_MAB01302.jpg"
"Stachys Alpina  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"17 septembre 1873";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01303";"Labiees_Stachys_Alpina_MAB01303";"Bibliothèque Université Clermont Auvergne";"fre";;"Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01303.jpg"
"Stachys Alpina  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"12 septembre 1882";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01304";"Labiees_Stachys_Alpina_MAB01304";"Bibliothèque Université Clermont Auvergne";"fre";;"Ravin de Chantelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01304.jpg"
"Stachys Alpina  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"28 avril 1878";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01305";"Labiees_Stachys_Alpina_MAB01305";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat bords de la Bouble";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01305.jpg"
