"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"preparation identifiant";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Préparation url "
"Stachys Alpina  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01306";"Labiees_Stachys_Alpina_MAB01306";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat bords de la Bouble";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01306.jpg"
"Stachys Alpina  (Labiées)";"Migout";"P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"11 juin 1871";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01307";"Labiees_Stachys_Alpina_MAB01307";"Bibliothèque Université Clermont Auvergne";"fre";;"Veauce";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01307.jpg"
"Stachys Alpina  (Labiées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"8 juin 1876";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01308";"Labiees_Stachys_Alpina_MAB01308";"Bibliothèque Université Clermont Auvergne";"fre";;"St Bonnet de Rochefort";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01308.jpg"
"Stachys Alpina  (Labiées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"1er septembre 1871";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01309";"Labiees_Stachys_Alpina_MAB01309";"Bibliothèque Université Clermont Auvergne";"fre";;"Bau près Besson";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01309.jpg"
"Stachys Alpina  (Labiées)";"Migout";"Berthoumieux";;;"Herbiers universitaires de Clermont-Ferrand";"fin juillet 1874";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01310";"Labiees_Stachys_Alpina_MAB01310";"Bibliothèque Université Clermont Auvergne";"fre";;"Vallée de la Bouble de Bau à Chantelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01310.jpg"
"Stachys Alpina  (Labiées)";"Migout";"Coll.Allard";;;"Herbiers universitaires de Clermont-Ferrand";"25 mai 1875";"still image";"image/jpeg";"Labiées_Stachys_Alpina_MAB01650";"Labiees_Stachys_Alpina_MAB01650";"Bibliothèque Université Clermont Auvergne";"fre";;"Bresnay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Labiees_Stachys_Alpina_MAB01650.jpg"
"Utricularia Neglicta  (Lentibulariées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"15 juillet 1873";"still image";"image/jpeg";"Lentibulariées_Utricularia_Neglicta_MAB01651";"Lentibulariees_Utricularia_Neglicta_MAB01651";"Bibliothèque Université Clermont Auvergne";"fre";;"Lucenay les Aix près Chézy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Utricularia_Neglicta_MAB01651.jpg"
"Utricularia Vulgaris  (Lentibulariées)";"Migout";"Coll.Allard";;;"Herbiers universitaires de Clermont-Ferrand";"16 août 1885";"still image";"image/jpeg";"Lentibulariées_Utricularia_Vulgaris_MAB01652";"Lentibulariees_Utricularia_Vulgaris_MAB01652";"Bibliothèque Université Clermont Auvergne";"fre";;"mare sur la route de Meillers 3 Km de Bourbon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Utricularia_Vulgaris_MAB01652.jpg"
"   ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"___";"___";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/___.jpg"
"Psamma  Arenaria  (Lentibulariées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Lentibulariées_Psamma__Arenaria_MAB02441";"Lentibulariees_Psamma__Arenaria_MAB02441";"Bibliothèque Université Clermont Auvergne";"fre";;"Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Psamma__Arenaria_MAB02441.jpg"
"Melampyrum  Cristatum  (Lentibulariées)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"8 juin 1873";"still image";"image/jpeg";"Lentibulariées_Melampyrum__Cristatum_MAB02442";"Lentibulariees_Melampyrum__Cristatum_MAB02442";"Bibliothèque Université Clermont Auvergne";"fre";;"Volvic";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Melampyrum__Cristatum_MAB02442.jpg"
"Carex  sylvatica  (Lentibulariées)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"17 mai 1873";"still image";"image/jpeg";"Lentibulariées_Carex__sylvatica_MAB02443";"Lentibulariees_Carex__sylvatica_MAB02443";"Bibliothèque Université Clermont Auvergne";"fre";;"Aigueperse Bois de la Roche";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Carex__sylvatica_MAB02443.jpg"
"Carex  Tomentosa  (Lentibulariées)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"22 mai 1873";"still image";"image/jpeg";"Lentibulariées_Carex__Tomentosa_MAB02444";"Lentibulariees_Carex__Tomentosa_MAB02444";"Bibliothèque Université Clermont Auvergne";"fre";;"Bussière Puy de Dôme";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Carex__Tomentosa_MAB02444.jpg"
"Trifolium Ochroleucum  (Lentibulariées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";26-mai;"still image";"image/jpeg";"Lentibulariées_Trifolium_Ochroleucum_MAB02445";"Lentibulariees_Trifolium_Ochroleucum_MAB02445";"Bibliothèque Université Clermont Auvergne";"fre";;"Bourg sur Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lentibulariees_Trifolium_Ochroleucum_MAB02445.jpg"
"Narcissus Incomparabilis  (Narcissées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"avril 1874";"still image";"image/jpeg";"Narcissées_Narcissus_Incomparabilis_MAB02446";"Narcissees_Narcissus_Incomparabilis_MAB02446";"Bibliothèque Université Clermont Auvergne";"fre";;"Bord de la Gironde près de la Roque de Tau";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Narcissus_Incomparabilis_MAB02446.jpg"
"Coronilla Emerus  (Narcissées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"avril 1874";"still image";"image/jpeg";"Narcissées_Coronilla_Emerus_MAB03446";"Narcissees_Coronilla_Emerus_MAB03446";"Bibliothèque Université Clermont Auvergne";"fre";;"Falaise de la Gironde entre Blaye et Bourg";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Coronilla_Emerus_MAB03446.jpg"
"Salvia Verbenaca  (Narcissées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"7 mai 1874";"still image";"image/jpeg";"Narcissées_Salvia_Verbenaca_MAB03447";"Narcissees_Salvia_Verbenaca_MAB03447";"Bibliothèque Université Clermont Auvergne";"fre";;"Blaye Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Salvia_Verbenaca_MAB03447.jpg"
"Phyteuma hemispharium  (Narcissées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1874";"still image";"image/jpeg";"Narcissées_Phyteuma_hemispharium_MAB02448";"Narcissees_Phyteuma_hemispharium_MAB02448";"Bibliothèque Université Clermont Auvergne";"fre";;"Pentes du Plomb du Cantal";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Phyteuma_hemispharium_MAB02448.jpg"
"Hutchinsia Petrua  (Narcissées)";"Migout";"Coll.Constant";;;"Herbiers universitaires de Clermont-Ferrand";"/";"still image";"image/jpeg";"Narcissées_Hutchinsia_Petrua_MAB02449";"Narcissees_Hutchinsia_Petrua_MAB02449";"Bibliothèque Université Clermont Auvergne";"fre";;"Lezoux Puy de Dôme";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Hutchinsia_Petrua_MAB02449.jpg"
"Salsola Kali  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Salsola_Kali_MAB02450";"Narcissees_Salsola_Kali_MAB02450";"Bibliothèque Université Clermont Auvergne";"fre";;"Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Salsola_Kali_MAB02450.jpg"
"Saada Maritima  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Saada_Maritima_MAB02451";"Narcissees_Saada_Maritima_MAB02451";"Bibliothèque Université Clermont Auvergne";"fre";;"Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Saada_Maritima_MAB02451.jpg"
"Narcissus Pseudo Narcissus  (Narcissées)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"6 avril 1874";"still image";"image/jpeg";"Narcissées_Narcissus_Pseudo_Narcissus_MAB02452";"Narcissees_Narcissus_Pseudo_Narcissus_MAB02452";"Bibliothèque Université Clermont Auvergne";"fre";;"Bussière   ";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Narcissus_Pseudo_Narcissus_MAB02452.jpg"
"Lithospermum Purpureo-coruleum  (Narcissées)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"22 mai 1873";"still image";"image/jpeg";"Narcissées_Lithospermum_Purpureo-coruleum_MAB02453";"Narcissees_Lithospermum_Purpureo-coruleum_MAB02453";"Bibliothèque Université Clermont Auvergne";"fre";;"Bois de Bussière près Aigueperse";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Lithospermum_Purpureo-coruleum_MAB02453.jpg"
"Usnea   (Narcissées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"9 août 1875";"still image";"image/jpeg";"Narcissées_Usnea__MAB02454";"Narcissees_Usnea__MAB02454";"Bibliothèque Université Clermont Auvergne";"fre";;"Arlanc Puy de Dôme 1200 mètres";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Usnea__MAB02454.jpg"
"Parietaria Officinalis  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"18 septembre 1876";"still image";"image/jpeg";"Narcissées_Parietaria_Officinalis_MAB02522";"Narcissees_Parietaria_Officinalis_MAB02522";"Bibliothèque Université Clermont Auvergne";"fre";;"Clérons Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Parietaria_Officinalis_MAB02522.jpg"
"Polygonum Dubium  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 septembre 1876";"still image";"image/jpeg";"Narcissées_Polygonum_Dubium_MAB02521";"Narcissees_Polygonum_Dubium_MAB02521";"Bibliothèque Université Clermont Auvergne";"fre";;"Bords de la Garonne La Souys Bordeaux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Polygonum_Dubium_MAB02521.jpg"
"Aira Canescens  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 septembre 1876";"still image";"image/jpeg";"Narcissées_Aira_Canescens_MAB02523";"Narcissees_Aira_Canescens_MAB02523";"Bibliothèque Université Clermont Auvergne";"fre";;"Mouliau  Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Aira_Canescens_MAB02523.jpg"
"Calamintha Nepeta  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 septembre 1876";"still image";"image/jpeg";"Narcissées_Calamintha_Nepeta_MAB02524";"Narcissees_Calamintha_Nepeta_MAB02524";"Bibliothèque Université Clermont Auvergne";"fre";;"Bords de la Garonne La Souys Bordeaux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Calamintha_Nepeta_MAB02524.jpg"
"Rubia Peregrina  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 septembre 1876";"still image";"image/jpeg";"Narcissées_Rubia_Peregrina_MAB02525";"Narcissees_Rubia_Peregrina_MAB02525";"Bibliothèque Université Clermont Auvergne";"fre";;"Bonnetan Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Rubia_Peregrina_MAB02525.jpg"
"Ruppia Rostellata  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Ruppia_Rostellata_MAB02526";"Narcissees_Ruppia_Rostellata_MAB02526";"Bibliothèque Université Clermont Auvergne";"fre";;"Fossés salés d'Arcachon à la Teste";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Ruppia_Rostellata_MAB02526.jpg"
"Zostera Nana  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Zostera_Nana_MAB02527";"Narcissees_Zostera_Nana_MAB02527";"Bibliothèque Université Clermont Auvergne";"fre";;"Sables d'Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Zostera_Nana_MAB02527.jpg"
"Xanthium Spinosum  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"22 septembre 1876";"still image";"image/jpeg";"Narcissées_Xanthium_Spinosum_MAB02529";"Narcissees_Xanthium_Spinosum_MAB02529";"Bibliothèque Université Clermont Auvergne";"fre";;"vril 1874";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Xanthium_Spinosum_MAB02529.jpg"
"Zostera Marina  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"2 septembre 1876";"still image";"image/jpeg";"Narcissées_Zostera_Marina_MAB02530";"Narcissees_Zostera_Marina_MAB02530";"Bibliothèque Université Clermont Auvergne";"fre";;"Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Zostera_Marina_MAB02530.jpg"
"Sonchus palustris  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"22 septembre 1876";"still image";"image/jpeg";"Narcissées_Sonchus_palustris_MAB02531";"Narcissees_Sonchus_palustris_MAB02531";"Bibliothèque Université Clermont Auvergne";"fre";;"Bords de la Garonne La Souys Bordeaux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Sonchus_palustris_MAB02531.jpg"
"Linaria Thymifolia  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 août 1876";"still image";"image/jpeg";"Narcissées_Linaria_Thymifolia_MAB02532";"Narcissees_Linaria_Thymifolia_MAB02532";"Bibliothèque Université Clermont Auvergne";"fre";;"Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Linaria_Thymifolia_MAB02532.jpg"
"Alisma Ranunculïdes  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"26 septembre 1876";"still image";"image/jpeg";"Narcissées_Alisma_Ranunculïdes_MAB02533";"Narcissees_Alisma_Ranunculïdes_MAB02533";"Bibliothèque Université Clermont Auvergne";"fre";;"St Sulpice Laurière Haute Vienne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Alisma_Ranunculïdes_MAB02533.jpg"
"Xanthium Strumarium  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"22 septembre 1876";"still image";"image/jpeg";"Narcissées_Xanthium_Strumarium_MAB02534";"Narcissees_Xanthium_Strumarium_MAB02534";"Bibliothèque Université Clermont Auvergne";"fre";;"Bords de la Garonne La Souys Bordeaux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Xanthium_Strumarium_MAB02534.jpg"
"Dianthus Gallicus  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 août 1876";"still image";"image/jpeg";"Narcissées_Dianthus_Gallicus_MAB02535";"Narcissees_Dianthus_Gallicus_MAB02535";"Bibliothèque Université Clermont Auvergne";"fre";;"Andernos Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Dianthus_Gallicus_MAB02535.jpg"
"Epilobium Montanum  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 septembre 1876";"still image";"image/jpeg";"Narcissées_Epilobium_Montanum_MAB02536";"Narcissees_Epilobium_Montanum_MAB02536";"Bibliothèque Université Clermont Auvergne";"fre";;"Bonnetan Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Epilobium_Montanum_MAB02536.jpg"
"Phleum Arenarium  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 aoüt 1876";"still image";"image/jpeg";"Narcissées_Phleum_Arenarium_MAB02537";"Narcissees_Phleum_Arenarium_MAB02537";"Bibliothèque Université Clermont Auvergne";"fre";;"Mouleau Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Phleum_Arenarium_MAB02537.jpg"
"Agropyrum Campestre  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"22 août 1876";"still image";"image/jpeg";"Narcissées_Agropyrum_Campestre_MAB02538";"Narcissees_Agropyrum_Campestre_MAB02538";"Bibliothèque Université Clermont Auvergne";"fre";;"Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Agropyrum_Campestre_MAB02538.jpg"
"Arena Barbata  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 septembre 1876";"still image";"image/jpeg";"Narcissées_Arena_Barbata_MAB02539";"Narcissees_Arena_Barbata_MAB02539";"Bibliothèque Université Clermont Auvergne";"fre";;"Bords de la Garonne La Souys Bordeaux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Arena_Barbata_MAB02539.jpg"
"Carex  Extenta  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Carex__Extenta_MAB02540";"Narcissees_Carex__Extenta_MAB02540";"Bibliothèque Université Clermont Auvergne";"fre";;"Vases salées Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Carex__Extenta_MAB02540.jpg"
"Plantago Coronopus  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Plantago_Coronopus_MAB02541";"Narcissees_Plantago_Coronopus_MAB02541";"Bibliothèque Université Clermont Auvergne";"fre";;"Vases salées Arcachon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Plantago_Coronopus_MAB02541.jpg"
"Agropyrum Acutum  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 août 1876";"still image";"image/jpeg";"Narcissées_Agropyrum_Acutum_MAB02542";"Narcissees_Agropyrum_Acutum_MAB02542";"Bibliothèque Université Clermont Auvergne";"fre";;"d'Arcachon à la Teste";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Agropyrum_Acutum_MAB02542.jpg"
"Polypodium Vulgare  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"30 septembre 1876";"still image";"image/jpeg";"Narcissées_Polypodium_Vulgare_MAB01902";"Narcissees_Polypodium_Vulgare_MAB01902";"Bibliothèque Université Clermont Auvergne";"fre";;"St Sulpice Laurière  ";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Polypodium_Vulgare_MAB01902.jpg"
"Centaura Aspera  (Narcissées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"18 septembre 1876";"still image";"image/jpeg";"Narcissées_Centaura_Aspera_MAB01903";"Narcissees_Centaura_Aspera_MAB01903";"Bibliothèque Université Clermont Auvergne";"fre";;"Cérous Gironde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Narcissees_Centaura_Aspera_MAB01903.jpg"
"Hieracium Umbellatum  (Composées)";"Migout";"H.Gay";;;"Herbiers universitaires de Clermont-Ferrand";"août 1873";"still image";"image/jpeg";"Composées_Hieracium_Umbellatum_MAB01904";"Composees_Hieracium_Umbellatum_MAB01904";"Bibliothèque Université Clermont Auvergne";"fre";;"Evroux Bois de Roche Cr.";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Composees_Hieracium_Umbellatum_MAB01904.jpg"
"Adianthum Capillus Veneris  (Composées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";1874;"still image";"image/jpeg";"Composées_Adianthum_Capillus_Veneris_MAB01905";"Composees_Adianthum_Capillus_Veneris_MAB01905";"Bibliothèque Université Clermont Auvergne";"fre";;"Falaise de la Gironde à Blaye";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Composees_Adianthum_Capillus_Veneris_MAB01905.jpg"
